Date,Adj Close
2021-03-22,128.81703186035156
2021-03-23,130.3448944091797
2021-03-24,129.5371856689453
2021-03-25,130.4130096435547
2021-03-26,131.5029754638672
2021-03-29,133.0016326904297
2021-03-30,132.09658813476562
2021-03-31,132.18418884277344
2021-04-01,131.9798126220703
2021-04-05,135.68753051757812
2021-04-06,136.3395538330078
2021-04-07,136.04759216308594
2021-04-08,135.9600372314453
2021-04-09,136.02813720703125
2021-04-12,136.04759216308594
2021-04-13,135.629150390625
2021-04-14,135.58050537109375
2021-04-15,136.39794921875
2021-04-16,136.83587646484375
2021-04-19,135.9600372314453
2021-04-20,137.0110321044922
2021-04-21,137.4100341796875
2021-04-22,135.9210968017578
2021-04-23,136.1449432373047
2021-04-26,134.2083282470703
2021-04-27,134.66574096679688
2021-04-28,134.18887329101562
2021-04-29,135.88218688964844
2021-04-30,136.1546630859375
2021-05-03,138.30532836914062
2021-05-04,136.9429168701172
2021-05-05,136.82615661621094
2021-05-06,137.80313110351562
2021-05-07,136.9727020263672
2021-05-10,137.5784149169922
2021-05-11,136.33766174316406
2021-05-12,132.8107452392578
2021-05-13,135.05780029296875
2021-05-14,136.30833435058594
2021-05-17,135.69285583496094
2021-05-18,138.64332580566406
2021-05-19,138.653076171875
2021-05-20,139.14157104492188
2021-05-21,138.4870147705078
2021-05-24,138.49676513671875
2021-05-25,139.0634307861328
2021-05-26,138.8973388671875
2021-05-27,138.4283905029297
2021-05-28,138.76055908203125
2021-06-01,138.39907836914062
2021-06-02,138.0962371826172
2021-06-03,138.34046936035156
2021-06-04,138.58473205566406
2021-06-07,137.65655517578125
2021-06-08,136.6112060546875
2021-06-09,135.8784637451172
2021-06-10,136.6600341796875
2021-06-11,137.51002502441406
2021-06-14,137.32440185546875
2021-06-15,136.7772979736328
2021-06-16,133.99288940429688
2021-06-17,134.54977416992188
2021-06-18,132.05845642089844
2021-06-21,133.2601318359375
2021-06-22,133.8756561279297
2021-06-23,132.8302764892578
2021-06-24,133.75840759277344
2021-06-25,135.3411407470703
2021-06-28,134.92103576660156
2021-06-29,134.1394500732422
2021-06-30,137.77381896972656
2021-07-01,136.11294555664062
2021-07-02,136.88475036621094
2021-07-06,136.7186737060547
2021-07-07,136.4939727783203
2021-07-08,136.37672424316406
2021-07-09,137.0703887939453
2021-07-12,136.82614135742188
2021-07-13,137.34393310546875
2021-07-14,138.2916259765625
2021-07-15,138.39907836914062
2021-07-16,138.30136108398438
2021-07-19,137.9789581298828
2021-07-20,138.60423278808594
2021-07-21,137.9203338623047
2021-07-22,138.01806640625
2021-07-23,139.15135192871094
2021-07-26,139.3467559814453
2021-07-27,139.3565216064453
2021-07-28,138.7898712158203
2021-07-29,138.96572875976562
2021-07-30,139.26858520507812
2021-08-02,138.94618225097656
2021-08-03,140.50938415527344
2021-08-04,139.55191040039062
2021-08-05,142.14093017578125
2021-08-06,141.88690185546875
2021-08-09,142.22885131835938
2021-08-10,145.2574920654297
2021-08-11,146.55686950683594
2021-08-12,146.16464233398438
2021-08-13,146.62550354003906
2021-08-16,147.82180786132812
2021-08-17,147.7727813720703
2021-08-18,146.203857421875
2021-08-19,147.19424438476562
2021-08-20,148.50820922851562
2021-08-23,147.5276336669922
2021-08-24,146.0077362060547
2021-08-25,146.06658935546875
2021-08-26,144.4878692626953
2021-08-27,143.67396545410156
2021-08-30,144.83103942871094
2021-08-31,145.22329711914062
2021-09-01,144.90948486328125
2021-09-02,145.67434692382812
2021-09-03,146.35093688964844
2021-09-07,144.409423828125
2021-09-08,144.59571838378906
2021-09-09,143.57591247558594
2021-09-10,143.0561981201172
2021-09-13,142.24232482910156
2021-09-14,141.49708557128906
2021-09-15,141.7422332763672
2021-09-16,142.21292114257812
2021-09-17,141.9187469482422
2021-09-20,139.9674072265625
2021-09-21,140.24195861816406
2021-09-22,139.91836547851562
2021-09-23,139.99681091308594
2021-09-24,140.38902282714844
2021-09-27,139.48690795898438
2021-09-28,137.7709197998047
2021-09-29,137.7120819091797
2021-09-30,136.67266845703125
