Date,JPM
2008-12-23,20.516857147216797
2008-12-24,21.03841781616211
2008-12-26,21.0031795501709
2008-12-29,20.989078521728516
2008-12-30,21.855985641479492
2008-12-31,22.222488403320312
2009-01-02,22.36516571044922
2009-01-05,20.86701774597168
2009-01-06,21.31645965576172
2009-01-07,20.039478302001953
2009-01-08,19.41880989074707
2009-01-09,18.527067184448242
2009-01-12,17.77085304260254
2009-01-13,18.798154830932617
2009-01-14,18.484256744384766
2009-01-15,17.36421775817871
2009-01-16,16.279848098754883
2009-01-20,12.905450820922852
2009-01-21,16.144296646118164
2009-01-22,16.479595184326172
2009-01-23,17.321409225463867
2009-01-26,17.478361129760742
2009-01-27,17.877864837646484
2009-01-28,19.73271942138672
2009-01-29,18.141822814941406
2009-01-30,18.198902130126953
2009-02-02,17.977741241455078
2009-02-03,17.157329559326172
2009-02-04,17.150197982788086
2009-02-05,17.506900787353516
2009-02-06,19.711307525634766
2009-02-09,19.46161651611328
2009-02-10,17.5639705657959
2009-02-11,18.612667083740234
2009-02-12,18.684005737304688
2009-02-13,17.61390495300293
2009-02-17,15.445160865783691
2009-02-18,15.345291137695312
2009-02-19,14.696090698242188
2009-02-20,14.196706771850586
2009-02-23,13.918482780456543
2009-02-24,14.995718955993652
2009-02-25,15.502236366271973
2009-02-26,16.443923950195312
2009-02-27,16.301258087158203
2009-03-02,15.095597267150879
2009-03-03,14.988587379455566
2009-03-04,13.768667221069336
2009-03-05,11.842480659484863
2009-03-06,11.36449909210205
2009-03-09,11.343099594116211
2009-03-10,13.911348342895508
2009-03-11,14.553409576416016
2009-03-12,16.55093765258789
2009-03-13,16.943302154541016
2009-03-16,16.47246742248535
2009-03-17,17.9349365234375
2009-03-18,19.34033966064453
2009-03-19,17.799392700195312
2009-03-20,16.51526641845703
2009-03-23,20.588796615600586
2009-03-24,18.833829879760742
2009-03-25,20.374767303466797
2009-03-26,20.760007858276367
2009-03-27,19.54722785949707
2009-03-30,17.728050231933594
2009-03-31,18.96223258972168
2009-04-01,20.07514190673828
2009-04-02,20.125167846679688
2009-04-03,20.92560386657715
2009-04-06,20.153759002685547
2009-04-07,19.47481918334961
2009-04-08,19.60346031188965
2009-04-09,23.405515670776367
2009-04-13,24.08445167541504
2009-04-14,21.9404354095459
2009-04-15,23.269733428955078
2009-04-16,23.75571060180664
2009-04-17,23.770004272460938
2009-04-20,21.218626022338867
2009-04-21,23.2482967376709
2009-04-22,22.798046112060547
2009-04-23,23.734272003173828
2009-04-24,23.85577392578125
2009-04-27,23.426956176757812
2009-04-28,23.434106826782227
2009-04-29,24.641897201538086
2009-04-30,23.584186553955078
2009-05-01,23.219707489013672
2009-05-04,25.578128814697266
2009-05-05,24.884889602661133
2009-05-06,26.600101470947266
2009-05-07,25.185056686401367
2009-05-08,27.829341888427734
2009-05-11,25.606712341308594
2009-05-12,25.270811080932617
2009-05-13,24.334590911865234
2009-05-14,25.399457931518555
2009-05-15,24.949209213256836
2009-05-18,26.628690719604492
2009-05-19,25.592418670654297
2009-05-20,24.691932678222656
2009-05-21,24.94207000732422
2009-05-22,24.59187889099121
2009-05-26,26.114131927490234
2009-05-27,24.770544052124023
2009-05-28,26.192739486694336
2009-05-29,26.37141227722168
2009-06-01,25.80681800842285
