Date,Adj Close
2020-01-15,16.006250381469727
2020-01-16,16.10732078552246
2020-01-17,16.14407730102539
2020-01-21,15.611144065856934
2020-01-22,15.758159637451172
2020-01-23,15.684654235839844
2020-01-24,15.418188095092773
2020-01-27,15.050649642944336
2020-01-28,15.500885009765625
2020-01-29,15.500885009765625
2020-01-30,15.464131355285645
2020-01-31,14.655548095703125
2020-02-03,15.124159812927246
2020-02-04,15.133345603942871
2020-02-05,16.033815383911133
2020-02-06,15.574394226074219
2020-02-07,15.069025993347168
2020-02-10,14.912822723388672
2020-02-11,15.032276153564453
2020-02-12,15.620333671569824
2020-02-13,15.38143253326416
2020-02-14,15.317113876342773
2020-02-18,14.765810012817383
2020-02-19,14.967957496643066
2020-02-20,15.289548873901367
2020-02-21,14.912822723388672
2020-02-24,14.196126937866211
2020-02-25,13.41511058807373
2020-02-26,12.487077713012695
2020-02-27,11.853075981140137
2020-02-28,12.156292915344238
2020-03-02,11.935772895812988
2020-03-03,11.62336540222168
2020-03-04,11.632554054260254
2020-03-05,10.640203475952148
2020-03-06,10.557507514953613
2020-03-09,9.583534240722656
2020-03-10,9.510026931762695
2020-03-11,8.71982192993164
2020-03-12,7.062366962432861
2020-03-13,7.684391021728516
2020-03-16,6.42120361328125
2020-03-17,6.411632537841797
2020-03-18,5.9331536293029785
2020-03-19,6.402064323425293
2020-03-20,5.760900020599365
2020-03-23,4.602978706359863
2020-03-24,5.4163947105407715
2020-03-25,6.325507164001465
2020-03-26,5.684343338012695
2020-03-27,5.291990756988525
2020-03-30,5.138876438140869
2020-03-31,4.69867467880249
2020-04-01,4.239333629608154
2020-04-02,4.258472919464111
2020-04-03,4.602978706359863
2020-04-06,5.387685298919678
2020-04-07,5.655634880065918
2020-04-08,5.751331329345703
2020-04-09,6.373354911804199
2020-04-13,5.894874572753906
2020-04-14,5.9331536293029785
2020-04-15,5.483382225036621
2020-04-16,5.512091159820557
2020-04-17,5.665205001831055
2020-04-20,5.081459045410156
2020-04-21,4.995332717895508
2020-04-22,4.612548351287842
2020-04-23,4.679535865783691
2020-04-24,4.803940773010254
2020-04-27,5.26328182220459
2020-04-28,5.73219108581543
2020-04-29,5.808748722076416
2020-04-30,5.607787609100342
2020-05-01,5.129306793212891
2020-05-04,5.043180465698242
2020-05-05,4.937915325164795
2020-05-06,4.775231838226318
2020-05-07,4.861358165740967
2020-05-08,5.138876438140869
2020-05-11,5.043180465698242
2020-05-12,4.775231838226318
2020-05-13,4.803940773010254
2020-05-14,4.794371128082275
2020-05-15,5.081459045410156
2020-05-18,5.186724662780762
2020-05-19,4.851788520812988
2020-05-20,4.851788520812988
2020-05-21,5.138876438140869
2020-05-22,4.985762596130371
2020-05-26,5.904445171356201
2020-05-27,7.062366962432861
2020-05-28,6.536038398742676
2020-05-29,6.086267471313477
2020-06-01,6.095836639404297
2020-06-02,6.660443305969238
2020-06-03,7.521708011627197
2020-06-04,7.856644153594971
2020-06-05,8.392542839050293
2020-06-08,9.138970375061035
2020-06-09,8.488237380981445
2020-06-10,7.598264694213867
2020-06-11,6.469051837921143
2020-06-12,6.985809803009033
2020-06-15,6.880544662475586
2020-06-16,7.311176776885986
2020-06-17,6.8422651290893555
2020-06-18,6.9762396812438965
2020-06-19,6.583886623382568
2020-06-22,6.775278091430664
2020-06-23,6.8422651290893555
2020-06-24,6.488190174102783
2020-06-25,6.220241546630859
2020-06-26,5.760900020599365
2020-06-29,6.335077285766602
2020-06-30,6.583886623382568
